city,province,activity,spots
Sydney,Nova Scotia,Boating,"['2nd Launch boat', 'Quayside Marina', 'Bayshore West Marina', 'Rocky Point Public Boat Launch']"
Yarmouth,Nova Scotia,Swimming,"['Garden Grove Dr', 'Vancouver Aquatic Centre', 'Propel Swimming Lessons Burnaby', 'C.G. Brown Memorial Pool']"
Yarmouth,Nova Scotia,Fishing,"['John Hendry Park (Trout Lake Park)', 'Kanaka Creek Regional Park', 'Whytecliff Park | West Vancouver', 'Fraser Fishing Adventures', 'Silversides Fishing Adventures', 'Westminster Pier Park', 'Rolley Lake Provincial Park', 'Cabin Lake', 'Deer Lake Park']"
Yarmouth,Nova Scotia,Photography,"['Creekside Park', 'Queen Elizabeth Park']"
Yarmouth,Nova Scotia,Canoeing,"['Talaysay Tours', 'Banff Canoe Club', 'Northshore Kayaking', 'Say Nuth Khaw Yum Provincial Park', 'Majestic Ocean Kayaking', 'Skyview Outdoors', 'Gulf Island Kayaking', 'Vancouver Seawall']"
Iqaluit,Nunavut,Camping,"['Bishop Creek Marine Campground', 'Campnab', 'British Columbia Lodging & Campgrounds Association', 'Apodaca Provincial Park', 'Seymour Group Campsite', 'BC Hydro Stave Falls Lodge and Campsite']"
Iqaluit,Nunavut,Swimming,"['Garden Grove Dr', 'RONA Coquitlam (Austin)', 'C.G. Brown Memorial Pool']"
Iqaluit,Nunavut,River Rafting,"['Outdoor Adventure Center', 'Alpine Adventures', 'Osprey Rafting Company', 'West Coast Canyoning Adventures']"
Iqaluit,Nunavut,Cycling,"['Great Explorations', 'Bikes For All', 'Van City Bikes and Skis']"
Bancroft,Ontario,Hiking/Trekking,"['Burnaby Mountain Conservation Area', 'Central Valley Greenway', 'South Side Trail', 'Burnaby Mountain Urban Trail', ""Drummond's Walk"", 'Velodrome Trail', 'Cottonwood Trail', 'Baden Powell Trail']"
Bancroft,Ontario,Swimming,"['RONA Coquitlam (Austin)', 'Templeton Park Pool', 'Propel Swimming Lessons Burnaby', 'Kensington Park Outdoor Pool', 'Garden Grove Dr', 'C.G. Brown Memorial Pool', 'Stan Stronge Pool', 'Port Coquitlam Leisure Pool']"
Bancroft,Ontario,Camping,"['Discover Camping', 'Campertunity', 'Dogwood Campgrounds & RV Park', 'Montague Provincial Campground (K2 Park Service)', 'BCRV', 'Seymour Group Campsite']"
Bancroft,Ontario,Canoeing,"['Skyview Outdoors', 'Say Nuth Khaw Yum Provincial Park', 'Tofino Sea Kayaking', 'Kanaka Creek Regional Park', 'Pedals & Paddles']"
Bancroft,Ontario,Rock Climbing,"['Canada West Mountain School', 'Climb Away', 'Outdoor Bouldering Wall']"
Bancroft,Ontario,Photography,"['Capilano Suspension Bridge Park', 'Kennedy Falls', 'Prospect Point Lookout', 'Guelph Park']"
Barrie,Ontario,Swimming,"['SFU Aquatic Centre', 'Port Coquitlam Leisure Pool', 'Garden Grove Dr', 'Renfrew Park Pool', 'Stan Stronge Pool']"
Barrie,Ontario,Canoeing,"['Creekside Kayaks at Dragon Boat BC', 'Bowron Lake Provincial Park', 'North Island Kayak']"
Barrie,Ontario,Hiking/Trekking,"['Burnaby Mountain Urban Trail', 'Southshore Trail']"
Barrie,Ontario,Horse-riding,"['North Shore Equestrian Centre', 'Valle Vista Stables', 'Leghorn Ranch Horseback Trail Rides', 'Leghorn Ranch Horseback Trail Rides', 'Farm Ventures', 'Pathways on Pleasure Valley', 'Conestogo River Horseback Adventures', 'Copper Cayuse Outfitters', 'Pacific Riding for Developing Abilities']"
Barrie,Ontario,Picnic,"['Rocky Point Picnic Shelter', 'Jack`s Burn picnic area', 'Confederation Park Picnic Areas']"
Belleville,Ontario,Swimming,"['Killarney Pool', 'Central Park Outdoor Pool', 'Vancouver Aquatic Centre', 'Kerrisdale Pool', 'Templeton Park Pool', 'SFU Aquatic Centre', 'Lord Byng Pool & Fitness Centre']"
Belleville,Ontario,Picnic,"['Picnic point', 'Bambi Picnic Vancouver', 'Mundy Park Picnic Shelter', 'Hume Park', 'Rocky Point Picnic Shelter', 'Jack`s Burn picnic area']"
Belleville,Ontario,Beach,"['Dundarave Beach', 'Trout Lake Beach', 'Maple Beach', 'Parkside Beach', 'Pebbly Beach', 'Second Beach', 'Third Beach', 'Kitsilano Beach Park', 'Jug Island Beach']"
Brampton,Ontario,Beach,"['Maple Beach', 'English Bay Beach', 'New Brighton Beach', 'Buntzen Lake North Beach', 'Spanish Banks Beach Park', 'Kitsilano Beach Park']"
Brampton,Ontario,Photography,"['Inukshuk', 'Olympic Cauldron', 'Vancouver Photographer | Enjoy The Journey Studios', 'Guelph Park', 'Sunset Beach Park', 'Prospect Point Lookout', 'Stanley Park']"
Brampton,Ontario,Swimming,"['RONA Coquitlam (Austin)', 'Garden Grove Dr', 'MacPherson Outdoor Pool', 'Renfrew Park Pool', 'Kensington Park Outdoor Pool']"
Brampton,Ontario,Cycling,"['Burnaby Velodrome Club', 'Kissing Crows Cyclery', ""Cap's Electric Bike Centre"", 'Van City Bikes and Skis']"
Brampton,Ontario,Skiing/Snowboarding,"['Mt Seymour Resort', 'Sun Peaks Resort', 'Troll Ski Resort', 'Big White Ski Resort', 'Cypress Mountain', 'Club Intrawest', 'Whitecap Alpine', 'Dakota Ridge Ski Area', 'Baldy Mountain Resort']"
Brampton,Ontario,Rock Climbing,"['SFU Climbing Wall', 'Canada West Mountain School', 'The Rock Wall Climbing Gym', 'The Hive Bouldering Gym', 'Bomber Climbing', 'Project Climbing Centre', ""Clip 'n Climb Vancouver""]"
Brantford,Ontario,Beach,"['Kitsilano Beach Park', 'Buntzen Lake North Beach', 'Third Beach']"
Brantford,Ontario,River Rafting,"['Alpine Adventures', 'Adams River Rafting Ltd', 'Hydra River Guides', 'Northern Rockies Adventures', 'Interior Whitewater Expeditions Ltd', 'West Coast Canyoning Adventures']"
Brantford,Ontario,Rock Climbing,"['Thompson community bouldering', 'Bomber Climbing', 'Climb Away', 'Vancouver Mountain Guides', 'The Hive Bouldering Gym', 'Project Climbing Cloverdale', 'Project Climbing Centre', 'Outdoor Bouldering Wall']"
Brantford,Ontario,Cycling,"['Van City Bikes and Skis', 'Velo Star Cafe', 'Willingdon Linear Park', 'Mactalla Cycles', 'Bikes For All', 'Great Explorations', 'Burnaby Mountain Bike Skills Facility', 'Burnaby Velodrome Club']"
Brockville,Ontario,Camping,"['Rolley Lake Provincial Park', 'Montague Provincial Campground (K2 Park Service)', 'Discover Camping', 'Porteau Cove Campground', 'Bishop Creek Marine Campground', ""Raven's Nest Outdoor Group Campsite"", 'Seymour Group Campsite', 'Fort Camping', 'BCRV']"
Brockville,Ontario,River Rafting,"['Canadian Outback Rafting', 'Wedge Rafting', 'Adams River Rafting Ltd', 'Interior Whitewater Expeditions Ltd', 'Alpine Adventures', 'Winding Waters River Expeditions', 'Kumsheen Rafting Resort']"
Brockville,Ontario,Mountaineering,"['Cabin Lake', 'Vancouver Mountain Guides', 'Panorama Ridge', 'Capilano Suspension Bridge Park', 'Rocky Mountaineer Station', 'West Lion', 'Ammonite Falls', 'Grouse Grind Trail', 'Crown Mountain']"
Brockville,Ontario,Hiking/Trekking,"['Jug Island Trailhead', 'Velodrome Trail', 'Glenbrook Ravine Trail', 'Willingdon Jogging Trail']"
Brockville,Ontario,Rock Climbing,"['SFU Climbing Wall', 'Project Climbing Centre', 'Ground Up Climbing Centre', 'The Hive Heights', 'Project Climbing Cloverdale', 'The Rock Wall Climbing Gym', 'Bomber Climbing']"
Burlington,Ontario,Picnic,"['Prospect Point Picnic Area', 'Bambi Picnic Vancouver', 'Mundy Park Picnic Shelter']"
Burlington,Ontario,Hiking/Trekking,"['Burnaby Mountain walking path', 'Burnaby Mountain Urban Trail']"
Burlington,Ontario,Beach,"['Pebbly Beach', 'Second Beach']"
Burlington,Ontario,Cycling,"['Burnaby Mountain Bike Skills Facility', ""Cap's Bicycle Shop"", 'Yes Cycle Bike Rental', 'Steed Cycles', ""Cap's Electric Bike Centre"", 'HUB Cycling', 'Riverview Forest Biking Trails']"
Cambridge,Ontario,Horse-riding,"['Glen Valley Stables', 'Trail Riders of the Canadian Rockies', 'North Shore Equestrian Centre', 'Hidden Trails Ltd', 'Saddle Peak Trail Rides', 'Footnote Farm', 'Leghorn Ranch Horseback Trail Rides', 'Sun Hills Riding Centre', 'Pathways on Pleasure Valley']"
Cambridge,Ontario,Beach,"['Sunset Beach Park', 'Second Beach', 'Parkside Beach', 'Anette Beach', 'Third Beach', 'Trout Lake Beach', 'Dundarave Beach']"
Cambridge,Ontario,Rock Climbing,"['Climb Base5 (Coquitlam)', ""Clip 'n Climb Vancouver"", 'Vancouver Mountain Guides', 'The Hive Bouldering Gym', 'Project Climbing Centre', 'Bomber Climbing', 'The Rock Wall Climbing Gym', 'Climblife', 'Climb Base5 (North Vancouver)']"
Cambridge,Ontario,Hiking/Trekking,"['Willingdon Jogging Trail', 'Jug Island Trailhead', 'Burnaby Lake Regional Park']"
Cambridge,Ontario,Camping,"['Discover Camping', 'British Columbia Lodging & Campgrounds Association', ""Girl Guides of Canada - Woodward's Landing Campground"", 'Porteau Cove Campground', 'Anmore Camp & RV Park', 'Rolley Lake Provincial Park', 'Klahanie Campground', ""Raven's Nest Outdoor Group Campsite""]"
Chatham,Ontario,Swimming,"['MacPherson Outdoor Pool', 'City Centre Aquatic Complex', 'RONA Coquitlam (Austin)', 'Stan Stronge Pool', 'Central Park Outdoor Pool', 'Vancouver Aquatic Centre', 'Second Beach Swimming Pool', 'Templeton Park Pool', 'Kensington Park Outdoor Pool']"
Chatham,Ontario,Boating,"['Burnaby Fraser Foreshore Park', 'Cates Park Boat Ramp', 'Bayshore West Marina', '2nd Launch boat', 'Westminster Pier Park', 'Quayside Marina', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park', 'Coal Harbour Marina', 'Ambleside Park | West Vancouver']"
Chatham,Ontario,Canoeing,"['Whytecliff Park | West Vancouver', 'Seaward Kayaks', 'Tofino Sea Kayaking', 'Northshore Kayaking', 'Creekside Kayaks at Dragon Boat BC', 'Majestic Ocean Kayaking', 'Wildcoast Adventures', 'Vancouver Seawall', 'North Island Kayak']"
Chatham,Ontario,Rock Climbing,"['Canada West Mountain School', 'Vancouver Climbers Association', 'The Hive Heights', 'Vancouver Mountain Guides', 'Outdoor Bouldering Wall', 'Ground Up Climbing Centre', 'SFU Climbing Wall', 'Project Climbing Cloverdale', 'Climblife']"
Chatham,Ontario,Cherry Blossom Viewing,"['Cherry Blossom Intersection', 'Jean Beaty Park', 'Queen Elizabeth Park', 'Minoru Park', 'Vanier Park', 'Cherry Blossom Garden', 'Prince Edward Park']"
Chatham,Ontario,Horse-riding,"['Hidden Trails Ltd', 'Trail Riders of the Canadian Rockies', 'Footnote Farm', 'North Shore Equestrian Centre', 'Saddle Peak Trail Rides', 'Banff Trail Riders - Stables']"
Chatham-Kent,Ontario,Beach,"['Trout Lake Beach', 'Ambleside Beach']"
Chatham-Kent,Ontario,Picnic,"['Picnic Pavilion', 'Picnic Area', 'Central Park Picnic Areas', 'Picnic point', 'Hume Park', 'Covered Area', 'Mundy Park Picnic Shelter', 'Burnaby Fraser Foreshore Park', 'Belcarra Picnic Area']"
Chatham-Kent,Ontario,Hiking/Trekking,"['Trail of Hope', 'West Forest Trails', 'Burnaby Mountain Conservation Area', 'Baden Powell Trail', 'Burnaby Lake Regional Park', 'Jug Island Trailhead']"
Chatham-Kent,Ontario,Camping,"['Campertunity', 'Campnab', 'Rolley Lake Provincial Park', 'Muskrat Meadow Outdoor Group Campsite', 'Fort Camping', 'Discover Camping', 'Apodaca Provincial Park', 'BC Hydro Stave Falls Lodge and Campsite']"
Chatham-Kent,Ontario,River Rafting,"['Canadian Outback Rafting', 'Chilliwack River Rafting', 'Wet Planet Rafting and Kayaking', 'Interior Whitewater Expeditions Ltd']"
Chatham-Kent,Ontario,Cherry Blossom Viewing,"['Queen Elizabeth Park', 'Cherry Blossom Garden', 'Nikkei National Museum & Cultural Centre', 'UBC Botanical Garden', 'Devonian Harbour Park', 'Jean Beaty Park', 'Cherry Blossom Avenue', 'Prince Edward Park', 'Mount Pleasant Park']"
Cornwall,Ontario,Cherry Blossom Viewing,"['Cherry Blossom Garden', 'Salsbury Park', 'Cherry Blossom Intersection']"
Cornwall,Ontario,Cycling,"['Mactalla Cycles', 'Bert Flinn Park', 'Kissing Crows Cyclery', 'Cycle City Bike Shop & Repairs', ""Cap's Bicycle Shop""]"
Cornwall,Ontario,Mountaineering,"['Say Nuth Khaw Yum Provincial Park', 'Vancouver Mountain Guides', 'West Lion', 'Cheam Peak', 'Whytecliff Park | West Vancouver', 'Stanley Park', 'Pinecone Burke Provincial Park', 'Capilano Suspension Bridge Park', 'Ammonite Falls']"
Cornwall,Ontario,Beach,"['New Brighton Beach', 'Locarno Beach', 'Buntzen Lake North Beach', 'Spanish Banks Beach', 'Jug Island Beach', 'Pebbly Beach', 'White Pine Beach', 'Beach denj', 'Second Beach']"
Cornwall,Ontario,Fishing,"['Rolley Lake Provincial Park', 'Kanaka Creek Regional Park', 'Lower Pond', 'Westminster Pier Park']"
Cornwall,Ontario,Picnic,"['Jack`s Burn picnic area', 'Meunch Bar Picnic Area', 'Hume Park', 'Prospect Point Picnic Area']"
Elliot Lake,Ontario,Camping,"['British Columbia Lodging & Campgrounds Association', 'Dogwood Campgrounds & RV Park', 'Campnab', 'Campertunity', 'BCRV', 'Discover Camping', 'Montague Provincial Campground (K2 Park Service)', 'Porteau Cove Campground', 'Klahanie Campground']"
Elliot Lake,Ontario,Canoeing,"['Vancouver Seawall', 'Pedals & Paddles']"
Elliot Lake,Ontario,Photography,"['Vancouver Photographer | Enjoy The Journey Studios', 'Creekside Park', 'Sunset Beach Park', 'Lighthouse Park | West Vancouver', 'Digital Orca', 'FlyOver Canada']"
Elliot Lake,Ontario,Cherry Blossom Viewing,"['Prince Edward Park', 'John Hendry Park (Trout Lake Park)', 'UBC Botanical Garden', 'Vanier Park']"
Etobicoke,Ontario,Swimming,"['Wading Pool', 'Killarney Pool']"
Etobicoke,Ontario,River Rafting,"['Northern Rockies Adventures', 'Osprey Rafting Company', 'Wet Planet Rafting and Kayaking', 'Kumsheen Rafting Resort', 'Adams River Rafting Ltd', 'West Coast Canyoning Adventures', 'Interior Whitewater Expeditions Ltd']"
Etobicoke,Ontario,Cherry Blossom Viewing,"['Sunrise Park', 'Devonian Harbour Park', 'Queen Elizabeth Park', 'Jean Beaty Park', 'Prince Edward Park', 'Vanier Park', 'Cherry Blossom Garden', 'Mount Pleasant Park']"
Etobicoke,Ontario,Picnic,"['Hume Park', 'Burnaby Fraser Foreshore Park', 'Central Park Picnic Areas', 'Mundy Park Picnic Shelter', 'Picnic Pavilion', 'Locarno Beach Picnic Site', 'Covered Area']"
Etobicoke,Ontario,Rock Climbing,"['Vancouver Climbers Association', 'The Hive Climbing and Fitness', 'Ground Up Climbing Centre', 'The Hive Heights', 'Project Climbing Cloverdale', 'Thompson community bouldering', 'SFU Climbing Wall', 'Vancouver Mountain Guides', 'Bomber Climbing']"
Fort Erie,Ontario,Mountaineering,"['Woodland Falls', 'Capilano Suspension Bridge Park', 'Hiking trails & scenic valley views']"
Fort Erie,Ontario,Cycling,"['Yes Cycle Bike Rental', 'Reckless Shipyards: eBikes, Skis & More!', 'HUB Cycling', 'Riverview Forest Biking Trails', 'Coal Harbour Bike Rental', 'Union Street Cycle']"
Fort Erie,Ontario,River Rafting,"['Orion River Rafting', 'Outdoor Adventure Center', 'Pangaea River Rafting | Missoula Whitewater Rafting', 'Triad River Tours', 'Canadian Outback Rafting']"
Fort Frances,Ontario,Camping,"['Anmore Camp & RV Park', 'Rolley Lake Provincial Park']"
Fort Frances,Ontario,Fishing,"['Lost Lagoon, Stanley Park', 'Capilano River Hatchery', 'Cabin Lake', 'Westminster Pier Park', 'Silversides Fishing Adventures']"
Fort Frances,Ontario,Picnic,"['Central Park Picnic Areas', 'Covered Area']"
Fort Frances,Ontario,Horse-riding,"['Boundary Ranch', 'Southlands Heritage Farm', 'Carousel Canada Equine Riding Centre', 'Pathways on Pleasure Valley', 'Leghorn Ranch Horseback Trail Rides', 'Sun Hills Riding Centre', 'Valle Vista Stables']"
Fort Frances,Ontario,Cherry Blossom Viewing,"['Queen Elizabeth Park', 'Prince Edward Park', 'Cherry Blossom Avenue', 'Mount Pleasant Park', 'UBC Botanical Garden', 'Jean Beaty Park']"
Gananoque,Ontario,Skiing/Snowboarding,"['Whistler Blackcomb', 'Grouse Mountain']"
Gananoque,Ontario,Beach,"['Maple Beach', 'Sunset Beach Park', 'Beach denj', 'New Brighton Beach', 'Pebbly Beach', 'Buntzen Lake North Beach', 'Spanish Banks Beach', 'Dundarave Beach', 'Jug Island Beach']"
Gananoque,Ontario,Camping,"['Fort Camping', 'Montague Provincial Campground (K2 Park Service)', 'Bishop Creek Marine Campground', ""Raven's Nest Outdoor Group Campsite"", 'Discover Camping', 'Rolley Lake Provincial Park']"
Gananoque,Ontario,Swimming,"['MacPherson Outdoor Pool', 'Kensington Park Outdoor Pool', 'City Centre Aquatic Complex', 'Eileen Dailly Leisure Pool & Fitness Centre', 'Second Beach Swimming Pool', 'RONA Coquitlam (Austin)', 'Stan Stronge Pool', 'Templeton Park Pool']"
Gananoque,Ontario,Rock Climbing,"['The Hive Bouldering Gym', 'Climblife']"
Gananoque,Ontario,Photography,"['Gastown Steam Clock', 'Stanley Park', 'FlyOver Canada', 'Guelph Park', 'Inukshuk', 'Queen Elizabeth Park', 'Museum of Archaeology & Ethnology', 'Olympic Cauldron']"
Guelph,Ontario,Horse-riding,"['Pacific Riding for Developing Abilities', 'Valle Vista Stables', 'Leghorn Ranch Horseback Trail Rides', 'A/Z Mountain Adventures', 'Boundary Ranch', 'Footnote Farm', 'Carousel Canada Equine Riding Centre', 'Saddle Peak Trail Rides']"
Guelph,Ontario,Camping,"['Fort Camping', 'Apodaca Provincial Park', 'Rolley Lake Provincial Park', 'Muskrat Meadow Outdoor Group Campsite', 'Campnab', 'Capilano River RV Park', 'Bishop Creek Marine Campground', 'Seymour Group Campsite', 'Discover Camping']"
Guelph,Ontario,Cycling,"['Steed Cycles', 'Riverview Forest Biking Trails', 'Coal Harbour Bike Rental', 'Burnaby Mountain Bike Skills Facility', 'Mactalla Cycles']"
Guelph,Ontario,Rock Climbing,"['The Rock Wall Climbing Gym', 'The Hive Heights', 'SFU Climbing Wall']"
Hamilton,Ontario,Cycling,"['Cycle City Bike Shop & Repairs', 'Coal Harbour Bike Rental', 'Kissing Crows Cyclery', 'HUB Cycling', 'Steed Cycles', 'Bert Flinn Park', 'Burnaby Velodrome Club']"
Hamilton,Ontario,Picnic,"['Jack`s Burn picnic area', 'Mundy Park Picnic Shelter']"
Hamilton,Ontario,Canoeing,"['Banff Canoe Club', 'Wildcoast Adventures', 'Majestic Ocean Kayaking', 'Talaysay Tours', 'Creekside Kayaks at Dragon Boat BC', 'Gulf Island Kayaking']"
Hamilton,Ontario,Fishing,"['John Hendry Park (Trout Lake Park)', 'Rocky Point Park', 'Lost Lagoon, Stanley Park', 'Burnaby Lake Regional Park', 'Westminster Pier Park', 'Fraser Fishing Adventures', 'Capilano River Hatchery']"
Hamilton,Ontario,Skiing/Snowboarding,"['Sun Peaks Resort', 'SilverStar Mountain Resort', 'Whistler Blackcomb', 'Baldy Mountain Resort', 'Revelstoke Mountain Resort', 'Mount Cain Alpine Park', 'Purden Ski Village', 'RED Mountain Resort']"
Iroquois Falls,Ontario,River Rafting,"['Kumsheen Rafting Resort', 'Outdoor Adventure Center', 'West Coast Canyoning Adventures', 'Interior Whitewater Expeditions Ltd', 'Wet Planet Rafting and Kayaking', 'River Drifters - White Salmon River Rafting', 'Chilliwack River Rafting', 'Orion River Rafting', 'Wedge Rafting']"
Iroquois Falls,Ontario,Beach,"['Sunset Beach Park', 'Spanish Banks Beach Park', 'Maple Beach', 'Trout Lake Beach', 'White Pine Beach', 'Dundarave Beach', 'Third Beach', 'Spanish Banks Beach']"
Iroquois Falls,Ontario,Canoeing,"['Pedals & Paddles', 'Seaward Kayaks', 'Kanaka Creek Regional Park', 'Creekside Kayaks at Dragon Boat BC', 'Northshore Kayaking', 'Wildcoast Adventures', 'Spirit of the West Adventures']"
Iroquois Falls,Ontario,Skiing/Snowboarding,"['Phoenix Mountain Ski Area', 'Grouse Mountain']"
Iroquois Falls,Ontario,Cherry Blossom Viewing,"['Salsbury Park', 'Queen Elizabeth Park', 'Cherry Blossom Avenue', 'Cherry Blossom Intersection', 'Cherry Blossom Garden', 'Alice Townley Park', 'Prince Edward Park']"
Kapuskasing,Ontario,Camping,"['Porteau Cove Campground', 'British Columbia Lodging & Campgrounds Association', 'Discover Camping', ""Girl Guides of Canada - Woodward's Landing Campground"", 'BC Hydro Stave Falls Lodge and Campsite', 'Anmore Camp & RV Park', 'Campnab', 'BCRV', 'Muskrat Meadow Outdoor Group Campsite']"
Kapuskasing,Ontario,Boating,"['Granville Island Boat Rentals', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Reed Point Marina', 'Mosquito Creek Marina', 'Coal Harbour Marina', 'Burnaby Fraser Foreshore Park', 'Crescent Beach Marina', '2nd Launch boat', 'Shelter Island Marina & Boatyard']"
Kapuskasing,Ontario,Cherry Blossom Viewing,"['Nikkei National Museum & Cultural Centre', 'Sunrise Park']"
Kapuskasing,Ontario,River Rafting,"['River Drifters - White Salmon River Rafting', 'Wedge Rafting', 'West Coast Canyoning Adventures']"
Kawartha Lakes,Ontario,Fishing,"['Lower Pond', 'Kanaka Creek Regional Park', 'Fraser Fishing Adventures', 'Stave River', 'Lost Lagoon, Stanley Park']"
Kawartha Lakes,Ontario,Boating,"['Shelter Island Marina & Boatyard', 'Westminster Pier Park', 'Granville Island Boat Rentals', 'Heather Civic Marina']"
Kawartha Lakes,Ontario,Photography,"['Creekside Park', 'Stanley Park', 'Sunset Beach Park', 'Olympic Cauldron', 'Rocky Point Park', 'FlyOver Canada', 'Bloedel Conservatory', 'Inukshuk', 'Museum of Archaeology & Ethnology']"
Kenora,Ontario,Fishing,"['Kanaka Creek Regional Park', 'Burnaby Fraser Foreshore Park']"
Kenora,Ontario,Swimming,"['Blue Mountain Wading Pool', 'C.G. Brown Memorial Pool']"
Kenora,Ontario,Hiking/Trekking,"['Velodrome Trail', 'Burnaby lake', 'West Forest Trails', 'Burnaby Mountain Urban Trail', ""Drummond's Walk"", 'Burnaby Mountain walking path', 'Trans Canada Trail', 'South Side Trail']"
Kenora,Ontario,Horse-riding,"['Inspire horsemanship', 'Valle Vista Stables', 'Footnote Farm', 'Conestogo River Horseback Adventures', 'Banff Trail Riders - Stables', 'Leghorn Ranch Horseback Trail Rides', 'A/Z Mountain Adventures', 'Sun Hills Riding Centre', 'Glen Valley Stables']"
Kenora,Ontario,Cherry Blossom Viewing,"['Alice Townley Park', 'Greenheart TreeWalk', 'Sunrise Park', 'Cherry Blossom Garden']"
Kingston,Ontario,Mountaineering,"['Cheam Peak', 'Vancouver Mountain Guides']"
Kingston,Ontario,Cherry Blossom Viewing,"['Minoru Park', 'Greenheart TreeWalk', 'Devonian Harbour Park', 'Stanley Park', 'Alice Townley Park', 'Prince Edward Park']"
Kingston,Ontario,Skiing/Snowboarding,"['Sun Peaks Resort', 'Dakota Ridge Ski Area', 'Big White Ski Resort', 'Whistler Blackcomb', 'SilverStar Mountain Resort', 'Fortress Ski Area']"
Kirkland Lake,Ontario,Rock Climbing,"['Vancouver Mountain Guides', 'Outdoor Bouldering Wall', 'Project Climbing Centre', ""Clip 'n Climb Vancouver"", 'Thompson community bouldering', 'The Hive Climbing and Fitness', 'Vancouver Climbers Association', 'Project Climbing Cloverdale', 'The Hive Bouldering Gym']"
Kirkland Lake,Ontario,Picnic,"['Picnic Area', 'Central Park Picnic Areas', 'Meunch Bar Picnic Area', 'Burnaby Fraser Foreshore Park Picnic Areas', 'Barnet Marine Park Picnic Areas', 'Hume Park', 'Rocky Point Picnic Shelter']"
Kirkland Lake,Ontario,Skiing/Snowboarding,"['RED Mountain Resort', 'SilverStar Mountain Resort', 'Baldy Mountain Resort', 'Cypress Mountain', 'Purden Ski Village', 'Troll Ski Resort', 'Mount Timothy Recreational Resort', 'Dakota Ridge Ski Area', 'Whitecap Alpine']"
Kirkland Lake,Ontario,Horse-riding,"['Trail Riders of the Canadian Rockies', 'Pacific Riding for Developing Abilities', 'Pathways on Pleasure Valley', 'Farm Ventures']"
Kirkland Lake,Ontario,Photography,"['VanDusen Botanical Garden', 'Digital Orca', 'Bloedel Conservatory', 'Museum of Archaeology & Ethnology', 'Canada Place', 'Kennedy Falls', 'Inukshuk', 'Equinox Gallery']"
Kitchener,Ontario,Hiking/Trekking,"['Cottonwood Trail', 'Jug Island Trailhead']"
Kitchener,Ontario,Photography,"['Digital Orca', 'Vancouver Photographer | Enjoy The Journey Studios', 'Sunset Beach Park', 'Museum of Archaeology & Ethnology', 'Inukshuk']"
Kitchener,Ontario,Horse-riding,"['Pathways on Pleasure Valley', 'Valle Vista Stables', 'Sun Hills Riding Centre', 'North Shore Equestrian Centre', 'Trail Riders of the Canadian Rockies', 'Carousel Canada Equine Riding Centre', 'Farm Ventures', 'Footnote Farm', 'Leghorn Ranch Horseback Trail Rides']"
Kitchener,Ontario,Fishing,"['Stave River', 'Fishing dock']"
Kitchener,Ontario,Picnic,"['Central Park Picnic Areas', 'Mundy Park Picnic Shelter', 'Picnic Area', 'Jack`s Burn picnic area', 'Prospect Point Picnic Area']"
Laurentian Hills,Ontario,Camping,"['Bishop Creek Marine Campground', 'Campertunity', 'Seymour Group Campsite', 'Fort Camping', 'Porteau Cove Campground']"
Laurentian Hills,Ontario,Rock Climbing,"['Bomber Climbing', 'The Rock Wall Climbing Gym', 'The Hive Climbing and Fitness', 'Coastal Climbing Centre', 'SFU Climbing Wall', 'Ground Up Climbing Centre']"
Laurentian Hills,Ontario,Picnic,"['Picnic Area', 'Locarno Beach Picnic Site', 'Prospect Point Picnic Area', 'Central Park Picnic Areas', 'Picnic Pavilion', 'Guelph Park']"
London,Ontario,Cycling,"['Velo Star Cafe', 'Bert Flinn Park', 'Cycle City Bike Shop & Repairs', 'Tynehead Regional Park', 'Great Explorations']"
London,Ontario,Mountaineering,"['Panorama Ridge', 'Vancouver Mountain Guides', 'Capilano Suspension Bridge Park', 'Hiking trails & scenic valley views', 'Vancouver Mountain Guides', 'Kennedy Falls']"
London,Ontario,Beach,"['New Brighton Beach', 'Trout Lake Beach', 'Pebbly Beach', 'Ambleside Beach', 'Anette Beach', 'Parkside Beach', 'Spanish Banks Beach', 'Kitsilano Beach Park']"
London,Ontario,Boating,"['Quayside Marina', ""Gord's boat"", 'Crescent Beach Marina', '2nd Launch boat', 'Cates Park Boat Ramp', 'Cooper Boating', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park', 'Bayshore West Marina']"
London,Ontario,Fishing,"['Kanaka Creek Regional Park', 'Fraser River Park', 'John Hendry Park (Trout Lake Park)', 'Westminster Pier Park', 'Lower Pond', 'Rocky Point Park', 'CRAB Park']"
Midland,Ontario,River Rafting,"['Wedge Rafting', 'Pangaea River Rafting | Missoula Whitewater Rafting', 'Chilliwack River Rafting', 'Outdoor Adventure Center', 'Triad River Tours', 'Northern Rockies Adventures']"
Midland,Ontario,Camping,"['Seymour Group Campsite', 'Campertunity', 'Dogwood Campgrounds & RV Park']"
Midland,Ontario,Cycling,"['Van City Bikes and Skis', 'Bert Flinn Park', 'Steed Cycles', 'Yes Cycle Bike Rental', 'Burnaby Velodrome Club', 'Kissing Crows Cyclery']"
